,satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,left,promotion_last_5years,department,salary
10488,0.74,0.93,6,225,4,0,0,0,Technical,Low
10489,0.98,0.56,5,188,3,0,0,0,Technical,Low
10490,0.17,0.73,4,188,5,0,0,0,Technical,Low
10491,0.62,0.77,3,225,4,1,0,0,Technical,Low
10492,0.32,0.4,2,132,3,0,0,0,Technical,Low
10493,0.58,0.91,5,185,2,0,0,0,Support,Low
10494,0.59,0.9,4,173,3,0,0,0,Support,Medium
10495,0.59,0.55,3,179,3,0,0,0,Support,Medium
10496,0.8,0.58,4,189,2,0,0,0,Support,Medium
10497,0.84,0.85,5,246,3,0,0,0,Support,Medium
10498,0.54,0.76,2,166,4,0,0,0,Support,Medium
10499,0.51,0.98,4,245,3,0,0,0,Support,Medium
10500,0.66,0.56,2,104,3,1,0,0,Support,Medium
10501,0.37,0.52,4,151,2,0,0,0,Support,Medium
10502,0.49,0.63,4,213,3,0,0,0,Support,Medium
10503,0.88,0.71,5,255,3,0,0,0,Support,Medium
10504,0.66,0.9,4,268,3,0,0,0,Technical,Medium
10505,0.25,0.53,4,160,4,0,0,0,Technical,Medium
10506,0.49,0.52,4,267,2,0,0,0,Technical,High
10507,0.87,0.77,3,190,3,0,0,0,Management,Low
10508,0.54,0.95,5,255,2,0,0,0,IT,Medium
10509,0.24,0.95,3,168,4,0,0,0,IT,Medium
10510,0.65,0.74,4,228,2,1,0,0,IT,Medium
10511,0.58,0.87,4,181,3,0,0,0,IT,Medium
10512,0.77,0.54,5,252,2,0,0,0,IT,Low
10513,0.86,0.63,4,244,3,0,0,0,Product Management,Low
10514,0.62,0.69,3,207,4,0,0,0,Product Management,Low
10515,0.56,0.48,3,134,3,0,0,0,Product Management,Low
10516,0.75,0.53,3,244,2,0,0,0,Product Management,Low
10517,0.8,0.96,4,160,4,0,0,0,IT,Low
10518,0.56,0.93,4,260,4,0,0,0,Research and Development,Low
10519,0.83,0.6,4,170,3,0,0,0,Research and Development,Low
10520,0.51,0.98,4,171,2,0,0,0,Research and Development,Low
10521,0.82,0.9,4,232,3,0,0,0,Research and Development,Low
10522,0.81,0.91,3,184,3,0,0,0,Research and Development,Low
10523,0.52,0.64,4,268,3,0,0,0,Marketing,Low
10524,0.79,0.56,4,248,3,0,0,0,Sales,Low
10525,0.83,0.5,5,274,3,0,0,0,Accounting,Low
10526,0.97,0.81,3,145,3,0,0,0,Support,Low
10527,0.61,0.88,5,134,4,0,0,0,Technical,Low
10528,0.84,0.66,3,114,6,1,0,0,Management,Low
10529,0.9,1.0,4,218,2,0,0,0,Marketing,Low
10530,0.82,0.77,4,152,2,1,0,0,Marketing,Low
10531,0.69,0.76,5,174,3,0,0,0,Marketing,Low
10532,0.18,0.73,6,231,4,0,0,0,Sales,Low
10533,0.33,1.0,2,210,3,1,0,0,Sales,Medium
10534,0.15,0.92,5,164,3,0,0,0,Sales,Medium
10535,0.61,0.78,4,198,3,0,0,0,Sales,Medium
10536,0.92,0.55,4,220,2,0,0,0,Sales,Medium
10537,0.13,0.61,6,283,5,0,0,0,Sales,Medium
10538,0.18,0.48,4,240,4,0,0,0,Sales,Medium
10539,0.27,0.85,5,142,6,0,0,0,Sales,Medium
10540,0.66,0.61,4,263,4,0,0,0,Sales,Medium
10541,0.21,0.81,5,142,4,0,0,0,Sales,Medium
10542,0.92,0.9,4,203,4,0,0,0,Sales,Medium
10543,0.97,0.5,3,266,3,1,0,0,Sales,Medium
10544,0.97,0.7,3,253,3,0,0,0,Sales,Medium
10545,0.64,0.61,4,136,3,0,0,0,Sales,High
10546,0.75,0.9,3,140,3,0,0,0,Sales,Low
10547,0.9,0.76,4,252,4,0,0,0,Sales,Medium
10548,0.81,0.75,5,101,5,0,0,0,Sales,Medium
10549,0.99,0.72,3,163,3,0,0,0,Sales,Medium
10550,0.49,0.5,5,170,2,0,0,0,Sales,Medium
10551,0.92,0.4,2,238,3,0,0,0,Accounting,Low
10552,0.74,0.56,4,190,3,1,0,0,Accounting,Low
10553,0.37,0.37,5,173,2,0,0,0,Accounting,Low
10554,0.67,0.61,4,145,4,0,0,0,Human Resources,Low
10555,0.74,0.89,5,182,2,0,0,0,Human Resources,Low
10556,0.85,0.64,4,188,3,0,0,0,Human Resources,Low
10557,0.72,0.71,3,133,2,0,0,0,Human Resources,Low
10558,0.75,0.71,4,155,4,0,0,0,Technical,Low
10559,0.91,0.4,6,153,3,0,0,0,Technical,Low
10560,0.84,0.62,4,138,3,0,0,0,Technical,Low
10561,0.64,0.51,4,177,3,0,0,0,Technical,Low
10562,0.15,0.91,6,98,6,1,0,0,Technical,Low
10563,0.66,0.66,3,225,3,0,0,0,Technical,Low
10564,0.2,0.69,6,236,4,0,0,0,Technical,Low
10565,0.97,0.78,3,268,3,1,0,0,Technical,Low
10566,0.59,0.73,2,230,3,0,0,0,Technical,Low
10567,0.88,0.6,4,162,2,0,0,0,Technical,Low
10568,0.16,0.73,4,197,2,0,0,0,Technical,Low
10569,0.61,0.96,3,247,3,0,0,0,Support,Low
10570,0.52,0.79,4,234,3,0,0,0,Support,Low
10571,0.82,0.49,4,276,4,0,0,0,Support,Low
10572,0.75,0.94,5,217,2,0,0,0,Support,Medium
10573,0.62,0.5,4,156,2,0,0,0,Support,Medium
10574,0.91,0.88,3,189,2,0,0,0,Support,Medium
10575,0.61,0.98,2,238,4,0,0,0,Support,Medium
10576,0.79,0.77,3,201,6,1,0,0,Support,Medium
10577,0.9,0.93,4,263,3,1,0,0,Support,Medium
10578,0.75,0.83,3,146,3,0,0,0,Support,Medium
10579,0.81,0.64,4,213,3,0,0,0,Support,Medium
10580,0.59,0.88,3,159,2,0,0,0,Technical,Medium
10581,0.56,0.83,3,236,3,1,0,0,Technical,Medium
10582,0.98,0.79,5,257,4,0,0,0,Technical,Medium
10583,0.59,0.72,4,168,4,0,0,0,Management,Medium
10584,0.61,0.67,4,151,3,0,0,0,IT,High
10585,0.78,0.7,4,139,3,0,0,0,IT,Low
10586,0.55,0.93,5,196,3,0,0,0,IT,Medium
10587,0.2,0.97,4,237,5,0,0,0,IT,Medium
10588,0.79,0.44,2,236,3,0,0,0,IT,Medium
10589,0.52,0.98,4,265,3,0,0,0,Product Management,Medium
10590,0.97,0.52,4,207,3,0,0,0,Product Management,Low
10591,0.63,0.94,4,219,3,0,0,0,Product Management,Low
10592,0.85,0.99,3,208,2,0,0,0,Product Management,Low
10593,0.59,0.74,3,240,3,0,0,0,IT,Low
10594,0.64,0.6,3,135,3,0,0,0,Research and Development,Low
10595,0.8,0.67,3,236,3,1,0,0,Research and Development,Low
10596,0.61,0.75,3,140,3,0,0,0,Research and Development,Low
10597,0.87,0.61,3,162,2,0,0,0,Research and Development,Low
10598,0.75,0.59,3,117,3,1,0,0,Research and Development,Medium
10599,0.96,0.51,4,225,3,0,0,0,Marketing,Medium
10600,0.75,0.92,3,211,3,0,0,0,Sales,Medium
10601,0.19,0.58,4,173,5,0,0,0,Accounting,Medium
10602,0.52,0.97,4,170,3,0,0,0,Support,Medium
10603,0.6,0.6,3,242,3,0,0,0,Technical,Medium
10604,0.9,0.81,4,175,3,0,0,0,Management,Medium
10605,0.89,0.92,3,195,2,0,0,0,Marketing,Medium
10606,0.54,0.93,4,184,2,1,0,0,Marketing,Medium
10607,0.99,0.55,3,170,3,0,0,0,Marketing,Medium
10608,0.66,0.56,4,185,3,0,0,0,Sales,Medium
10609,0.92,0.64,4,259,2,0,0,0,Sales,Medium
10610,0.19,0.72,4,102,3,0,0,0,Sales,Medium
10611,0.39,0.37,5,156,4,0,0,0,Sales,Medium
10612,0.41,0.68,3,191,4,0,0,0,Sales,Medium
10613,0.6,0.49,3,239,2,0,0,0,Sales,Medium
10614,0.95,0.54,4,235,4,0,0,0,Sales,Medium
10615,0.51,0.87,2,130,4,0,0,0,Sales,Medium
10616,0.54,0.74,2,166,3,0,0,0,Sales,Medium
10617,0.16,0.54,5,206,5,0,0,0,Sales,Medium
10618,0.98,0.77,3,191,2,0,0,0,Sales,Medium
10619,0.65,0.75,3,214,3,0,0,0,Sales,Medium
10620,0.38,0.5,3,196,3,0,0,0,Sales,Medium
10621,0.95,0.71,4,151,4,0,0,0,Sales,Medium
10622,0.6,0.62,5,165,2,0,0,0,Sales,Medium
10623,0.78,0.91,3,177,2,0,0,0,Sales,High
10624,0.19,0.63,6,241,6,0,0,0,Sales,High
10625,0.56,0.99,4,230,3,0,0,0,Sales,High
10626,0.21,0.71,4,270,2,0,0,0,Sales,High
10627,0.83,0.71,3,234,4,0,0,0,Accounting,High
10628,0.5,0.64,3,257,2,1,0,0,Accounting,High
10629,0.74,0.87,5,264,3,0,0,0,Accounting,High
10630,0.75,0.83,4,133,4,0,0,0,Human Resources,High
10631,0.85,0.66,4,155,4,0,0,0,Human Resources,High
10632,0.93,0.59,3,202,2,0,0,0,Human Resources,High
10633,0.76,0.7,3,136,2,0,0,0,Human Resources,High
10634,0.91,0.78,3,269,3,1,0,0,Technical,High
10635,0.22,0.54,6,169,4,0,0,0,Technical,Low
10636,0.78,0.52,5,192,3,1,0,0,Technical,Low
10637,0.53,0.8,4,241,3,1,0,0,Technical,Low
10638,0.58,0.69,4,165,3,0,0,0,Technical,Low
10639,0.99,0.81,3,183,2,0,0,0,Technical,Low
10640,0.62,0.64,4,163,3,0,0,0,Technical,Low
10641,0.59,0.69,3,162,3,0,0,0,Technical,Low
10642,0.13,0.76,5,219,4,0,0,0,Technical,Low
10643,0.19,0.63,4,278,6,0,0,0,Technical,Low
10644,0.94,0.99,2,273,4,0,0,0,Technical,Low
10645,0.53,0.96,4,272,2,0,0,0,Support,Low
10646,0.96,0.85,5,168,2,0,0,0,Support,Low
10647,0.62,0.87,4,221,3,1,0,0,Support,Low
10648,0.81,0.86,4,213,3,0,0,0,Support,Low
10649,0.63,0.78,4,275,3,0,0,0,Support,Low
10650,0.92,0.68,5,177,4,0,0,0,Support,Medium
10651,0.83,0.74,4,249,2,0,0,0,Support,Medium
10652,0.49,0.37,5,246,3,0,0,0,Support,Medium
10653,0.8,0.66,4,223,3,0,0,0,Support,Medium
10654,0.54,0.76,4,244,2,0,0,0,Support,Medium
10655,0.37,0.72,3,169,2,1,0,0,Support,Medium
10656,0.93,0.56,5,140,3,0,0,0,Technical,Medium
10657,0.88,0.99,5,253,2,0,0,0,Technical,Medium
10658,0.79,0.87,3,194,2,0,0,0,Technical,Medium
10659,0.65,0.88,4,173,3,0,0,0,Management,Medium
10660,0.72,0.7,4,172,3,0,0,0,IT,Medium
10661,0.58,0.49,3,167,3,0,0,0,IT,Medium
10662,0.37,0.51,2,153,3,0,0,0,IT,High
10663,0.87,0.97,4,243,3,0,0,0,IT,High
10664,0.63,0.72,6,163,4,0,0,0,IT,High
10665,0.72,0.79,3,221,3,0,0,0,Product Management,High
10666,0.36,0.55,3,191,3,0,0,0,Product Management,High
10667,0.96,0.7,4,272,3,0,0,0,Product Management,High
10668,0.52,0.37,2,118,2,0,0,0,Product Management,High
10669,0.16,0.83,5,173,4,0,0,0,IT,High
10670,0.63,0.55,4,200,3,1,0,0,Research and Development,Low
10671,0.92,0.76,5,132,3,1,0,0,Research and Development,Low
10672,0.82,0.49,4,180,2,0,0,0,Research and Development,Low
10673,0.18,0.54,4,145,5,0,0,0,Research and Development,Low
10674,0.73,0.48,4,139,2,0,0,0,Research and Development,Low
10675,0.44,0.61,5,230,6,0,0,0,Marketing,Low
10676,0.73,0.62,4,247,4,0,0,0,Sales,Low
10677,0.62,0.95,4,140,2,0,0,0,Accounting,Low
10678,0.94,0.8,4,266,3,1,0,0,Support,Medium
10679,0.76,0.74,4,261,3,0,0,0,Technical,Medium
10680,0.89,0.49,4,275,3,0,0,0,Management,Medium
10681,0.9,0.88,5,254,2,0,0,0,Marketing,Medium
10682,1.0,0.93,5,231,2,0,0,0,Marketing,Medium
10683,0.71,0.9,3,138,3,0,0,0,Marketing,Medium
10684,0.73,0.97,4,163,3,0,0,0,Sales,Medium
10685,0.97,0.9,5,262,3,0,0,0,Sales,Medium
10686,0.6,0.59,4,201,3,0,0,0,Sales,Medium
10687,0.82,0.67,3,229,3,0,0,0,Sales,Medium
10688,0.95,0.48,4,228,2,0,0,0,Sales,Medium
10689,0.88,0.65,5,228,3,0,0,0,Sales,Medium
10690,0.79,0.49,3,273,3,0,0,0,Sales,Medium
10691,0.52,0.96,4,171,2,0,0,0,Sales,Medium
10692,0.22,0.61,3,148,5,0,0,0,Sales,Medium
10693,0.59,0.96,5,211,3,0,0,0,Sales,Medium
10694,0.84,0.64,2,211,3,0,0,0,Sales,Medium
10695,0.54,0.41,3,175,3,0,0,0,Sales,Medium
10696,1.0,0.86,4,245,4,0,0,0,Sales,Medium
10697,0.93,0.59,3,273,2,1,0,0,Sales,Medium
10698,0.96,0.55,3,225,4,1,0,0,Sales,Medium
10699,0.56,0.41,5,152,3,0,0,0,Sales,Medium
10700,0.49,0.66,5,194,3,0,0,0,Sales,Medium
10701,0.89,0.51,4,185,3,1,0,0,Sales,High
10702,0.57,0.91,3,193,2,0,0,0,Sales,Low
10703,0.96,0.64,3,166,2,0,0,0,Accounting,Medium
10704,0.65,0.89,5,223,3,1,0,0,Accounting,Medium
10705,0.14,0.66,5,281,4,1,0,0,Accounting,Medium
10706,0.64,0.49,3,241,3,0,0,0,Human Resources,Medium
10707,0.98,0.91,3,165,2,1,0,0,Human Resources,Medium
10708,0.71,0.59,4,143,2,0,0,0,Human Resources,Medium
10709,0.96,0.49,5,137,3,0,0,0,Human Resources,Medium
10710,0.9,0.57,4,185,3,1,0,0,Technical,Medium
10711,0.52,0.96,3,271,3,1,0,0,Technical,Medium
10712,0.78,0.98,4,207,2,1,0,0,Technical,Medium
10713,0.62,0.69,4,184,3,0,0,0,Technical,Low
10714,0.6,0.8,4,253,2,0,0,0,Technical,Low
10715,0.82,0.62,3,152,6,0,0,0,Technical,Low
10716,0.52,0.55,3,225,2,0,0,0,Technical,Low
10717,0.13,0.84,5,189,5,0,0,0,Technical,Low
10718,0.97,0.93,3,153,2,0,0,0,Technical,Low
10719,0.63,0.9,4,245,3,0,0,0,Technical,Low
10720,0.68,0.78,5,233,3,0,0,0,Technical,High
10721,0.74,0.83,4,210,3,0,0,0,Support,Low
10722,0.89,0.57,4,176,4,0,0,0,Support,High
10723,0.28,0.95,5,191,3,0,0,0,Support,High
10724,0.61,0.9,3,224,3,0,0,0,Support,Low
10725,0.67,0.49,3,185,3,0,0,0,Support,Low
10726,0.86,0.64,3,245,4,0,0,0,Support,High
10727,0.87,0.93,3,173,2,0,0,0,Support,Low
10728,0.7,0.95,4,231,3,0,0,0,Support,Medium
10729,0.68,0.84,3,270,3,0,0,0,Support,High
10730,0.69,0.75,5,196,3,0,0,0,Support,Medium
10731,0.97,0.83,3,238,2,0,0,0,Support,Medium
10732,0.62,0.89,4,261,2,0,0,0,Technical,Medium
10733,0.55,0.87,3,201,2,0,0,0,Technical,Medium
10734,0.61,0.73,3,252,3,0,0,0,Technical,High
10735,0.15,0.81,3,191,5,0,0,0,Management,Medium
10736,0.84,0.86,3,199,3,0,0,0,IT,Medium
10737,0.87,0.64,5,234,2,1,0,0,IT,Medium
10738,0.93,0.86,4,192,4,0,0,0,IT,High
10739,0.14,0.73,6,237,5,0,0,0,IT,Medium
10740,0.96,0.7,3,207,3,0,0,0,IT,High
10741,0.41,0.63,2,145,2,0,0,0,Product Management,Low
10742,0.84,0.96,6,155,5,0,0,0,Product Management,Medium
10743,0.94,0.69,5,145,2,0,0,0,Product Management,Medium
10744,0.6,0.86,6,247,6,0,0,0,Product Management,Medium
10745,0.7,0.73,4,182,3,0,0,0,IT,Medium
10746,0.29,0.91,4,183,4,0,0,0,Research and Development,Low
10747,0.31,0.51,2,146,3,0,0,0,Research and Development,Low
10748,0.73,0.99,3,241,3,0,0,0,Research and Development,Low
10749,0.51,0.52,5,261,3,1,0,0,Research and Development,Low
10750,0.58,0.77,4,140,3,0,0,0,Research and Development,Low
10751,0.59,0.97,3,257,3,0,0,0,Marketing,Low
10752,0.95,0.9,3,186,2,0,0,0,Marketing,Low
10753,0.84,0.93,3,159,3,0,0,0,Sales,Low
10754,0.28,0.37,3,164,4,1,0,0,Accounting,Low
10755,0.94,0.52,4,217,6,1,0,0,Support,Low
10756,0.49,0.59,4,137,4,0,0,0,Technical,High
10757,0.72,0.5,4,164,2,1,0,0,Management,Low
10758,0.19,0.85,5,249,3,0,0,0,Marketing,Low
10759,0.83,0.95,3,264,2,0,0,0,Marketing,Low
10760,0.79,0.92,4,208,2,1,0,0,Marketing,Low
10761,0.72,0.61,3,175,3,0,0,0,Sales,High
10762,0.97,0.74,4,209,2,0,0,0,Sales,Low
10763,0.92,0.83,4,268,4,0,0,0,Sales,Low
10764,0.95,0.53,3,264,3,0,0,0,Sales,Low
10765,0.76,0.64,4,234,2,0,0,0,Sales,High
10766,0.24,0.62,5,199,4,0,0,0,Sales,Low
10767,0.89,0.99,4,205,2,0,0,1,Sales,Medium
10768,0.69,0.63,5,140,4,0,0,1,Sales,High
10769,0.92,0.98,3,257,3,0,0,1,Sales,Medium
10770,0.79,0.61,4,227,2,0,0,1,Sales,High
10771,0.87,0.94,4,189,3,0,0,1,Sales,Medium
10772,0.89,0.88,5,241,2,1,0,0,Sales,Medium
10773,0.75,0.77,5,199,4,0,0,0,Sales,Medium
10774,0.78,0.6,4,206,3,0,0,0,Sales,Medium
10775,0.13,0.62,5,268,3,0,0,0,Sales,Medium
10776,0.94,0.86,3,221,3,1,0,0,Sales,Medium
10777,0.94,0.88,4,262,2,0,0,0,Sales,Medium
10778,0.67,0.6,5,253,6,0,0,0,Sales,Medium
10779,0.6,0.73,5,241,3,0,0,0,Sales,High
10780,0.62,0.94,4,252,4,0,0,0,Accounting,Low
10781,0.38,0.52,2,171,3,0,0,0,Accounting,Medium
10782,0.8,0.77,4,194,3,0,0,0,Accounting,Medium
10783,0.61,0.42,3,104,2,0,0,0,Human Resources,Medium
10784,0.61,0.56,4,176,3,0,0,0,Human Resources,Medium
10785,0.66,0.8,4,192,3,0,0,0,Human Resources,Medium
10786,0.56,0.74,3,154,2,0,0,0,Human Resources,Medium
10787,1.0,0.55,4,186,4,1,0,0,Technical,Medium
10788,0.73,0.86,3,200,4,0,0,0,Technical,Medium
10789,0.6,0.66,4,132,4,0,0,0,Technical,Medium
10790,0.78,0.59,5,236,3,0,0,0,Technical,High
10791,0.48,0.53,3,211,4,0,0,0,Technical,Low
10792,0.9,0.77,4,273,2,0,0,0,Technical,Low
10793,0.16,0.76,4,223,4,0,0,0,Technical,Low
10794,0.5,0.75,3,204,2,0,0,0,Technical,High
10795,0.66,0.65,3,196,3,1,0,0,Technical,Low
10796,0.44,0.37,2,219,2,0,0,0,Technical,Low
10797,0.95,0.67,4,261,3,0,0,0,Technical,Low
10798,0.9,0.65,3,254,2,0,0,0,Support,High
10799,0.27,0.48,4,185,2,0,0,0,Support,Low
10800,0.51,0.74,6,98,3,0,0,0,Support,Low
10801,0.68,0.76,3,260,4,0,0,0,Support,Low
10802,0.97,0.93,5,137,2,1,0,0,Support,Low
10803,0.91,0.75,4,159,3,1,0,0,Support,Low
10804,0.76,0.88,5,265,4,0,0,0,Support,Low
10805,0.88,0.61,4,177,4,1,0,0,Support,Low
10806,0.83,0.73,4,247,2,0,0,0,Support,Medium
10807,0.78,0.54,3,161,3,0,0,0,Support,Medium
10808,0.52,0.38,2,103,3,0,0,0,Support,Medium
10809,0.63,0.49,4,151,3,0,0,0,Technical,Medium
10810,0.9,0.74,3,193,3,0,0,0,Technical,Medium
10811,0.48,0.58,3,194,3,0,0,0,Technical,Medium
10812,0.7,0.6,5,208,3,0,0,0,Management,Medium
10813,0.68,0.66,4,229,3,0,0,0,IT,Medium
10814,0.7,0.87,3,166,2,0,0,0,IT,Medium
10815,0.77,0.5,3,141,3,0,0,0,IT,Medium
10816,0.73,0.93,3,249,2,0,0,0,IT,Medium
10817,0.87,0.48,4,264,3,0,0,0,IT,Medium
10818,0.65,0.98,3,252,2,0,0,0,Product Management,High
10819,0.62,0.7,2,134,3,0,0,0,Product Management,Low
10820,0.53,0.51,3,274,2,1,0,0,Product Management,Medium
10821,0.59,0.39,5,200,4,0,0,0,Product Management,Medium
10822,0.87,0.72,2,154,3,0,0,0,IT,Medium
10823,0.47,0.53,3,111,4,0,0,0,Research and Development,Medium
10824,0.96,0.81,3,247,3,0,0,0,Research and Development,Low
10825,0.79,0.74,3,169,3,0,0,0,Research and Development,Low
10826,0.84,0.6,3,250,3,1,0,0,Research and Development,Low
10827,0.68,0.49,3,178,3,1,0,0,Research and Development,Low
10828,0.86,0.66,4,251,3,0,0,0,Research and Development,Low
10829,0.73,0.98,5,272,2,0,0,0,Marketing,Low
10830,0.9,0.67,2,229,4,0,0,0,Sales,Low
10831,0.63,0.64,3,180,3,0,0,0,Accounting,Low
10832,0.71,0.72,3,271,2,0,0,0,Support,Low
10833,0.71,0.68,5,226,3,0,0,0,Technical,Low
10834,0.95,0.62,4,150,2,0,0,0,Management,Low
10835,0.51,0.86,4,260,3,1,0,0,Marketing,Low
10836,0.77,0.91,4,161,3,0,0,0,Marketing,Low
10837,0.48,0.51,3,136,3,0,0,0,Marketing,Low
10838,0.93,0.91,2,238,2,1,0,0,Sales,Low
10839,0.83,0.86,4,98,4,0,0,0,Sales,Low
10840,0.61,0.73,5,156,4,0,0,0,Sales,Low
10841,0.97,0.89,4,248,2,0,0,0,Sales,Low
10842,0.5,0.81,3,170,2,0,0,0,Sales,Low
10843,0.84,0.54,3,245,3,0,0,0,Sales,Low
10844,0.58,0.38,4,203,5,0,0,0,Sales,Low
10845,0.59,0.72,3,182,3,0,0,0,Sales,Medium
10846,0.77,0.83,3,175,3,0,0,1,Sales,Medium
10847,0.78,0.4,4,145,5,1,0,1,Sales,Medium
10848,0.6,0.96,4,220,3,1,0,1,Sales,Medium
10849,0.53,0.77,4,259,2,1,0,1,Sales,Medium
10850,0.73,0.69,3,228,2,0,0,1,Sales,Medium
10851,0.76,0.94,3,189,3,0,0,0,Sales,Medium
10852,0.12,0.61,6,257,3,0,0,0,Sales,Medium
10853,0.2,0.98,3,180,6,0,0,0,Sales,Medium
10854,0.5,0.77,4,180,3,0,0,0,Sales,Medium
10855,0.79,0.65,5,215,2,1,0,0,Sales,Medium
10856,0.96,0.68,3,132,2,0,0,0,Sales,Medium
10857,0.26,0.69,5,213,2,0,0,0,Accounting,High
10858,0.8,0.72,4,173,3,0,0,0,Accounting,Low
10859,0.43,0.71,3,186,2,0,0,0,Accounting,Medium
10860,0.87,0.71,4,157,2,0,0,0,Human Resources,Medium
10861,0.63,0.75,4,175,4,0,0,0,Human Resources,Medium
10862,0.58,0.48,3,135,3,1,0,0,Human Resources,Medium
10863,0.2,0.42,4,256,5,0,0,0,Human Resources,Low
10864,0.62,0.71,4,268,3,0,0,0,Technical,Low
10865,0.91,0.94,5,159,3,0,0,0,Technical,Low
10866,0.66,0.91,3,191,4,0,0,0,Technical,Low
10867,0.53,0.81,3,275,2,0,0,0,Technical,Low
10868,0.52,0.98,5,217,2,1,0,0,Technical,Low
10869,1.0,0.88,6,201,4,0,0,0,Technical,Low
10870,0.73,0.67,4,205,3,0,0,0,Technical,Low
10871,0.65,0.67,3,240,2,1,0,0,Technical,Low
10872,0.5,0.95,5,137,3,0,0,0,Technical,Low
10873,0.94,0.59,4,241,2,0,0,0,Technical,Low
10874,0.48,0.86,5,198,4,0,0,0,Technical,Low
10875,0.67,0.87,5,254,2,0,0,0,Support,Low
10876,0.73,0.94,4,262,3,0,0,0,Support,Low
10877,0.63,0.71,4,244,2,0,0,0,Support,Low
10878,0.84,0.84,4,266,3,0,0,0,Support,Low
10879,0.2,0.94,6,191,5,0,0,0,Support,Low
10880,0.76,0.57,3,148,3,1,0,0,Support,Low
10881,0.55,0.54,3,233,2,0,0,0,Support,Low
10882,0.8,0.55,4,178,2,1,0,0,Support,Low
10883,0.64,0.91,3,165,3,1,0,0,Support,Low
10884,0.59,0.97,5,179,6,0,0,0,Support,Medium
10885,0.92,0.98,3,149,3,0,0,0,Support,Medium
10886,0.75,0.76,3,269,2,1,0,0,Technical,Medium
10887,0.69,0.74,5,227,2,0,0,0,Technical,Medium
10888,0.82,0.93,3,247,3,0,0,0,Technical,Medium
10889,0.88,0.85,3,220,3,0,0,0,Management,Medium
10890,0.89,0.91,3,233,2,0,0,0,IT,Medium
10891,1.0,0.79,5,171,5,0,0,0,IT,Medium
10892,0.66,0.91,4,234,2,1,0,0,IT,Medium
10893,0.76,0.92,3,176,2,0,0,0,IT,Medium
10894,0.8,0.62,5,190,4,1,0,0,IT,Medium
10895,0.58,0.86,4,168,2,0,0,0,Product Management,Medium
10896,0.73,0.93,3,205,3,0,0,0,Product Management,High
10897,1.0,0.73,5,189,3,1,0,0,Product Management,Low
10898,0.18,0.9,4,282,4,0,0,0,Product Management,Medium
10899,0.47,0.46,2,152,2,0,0,0,IT,Medium
10900,0.92,0.64,4,217,4,0,0,0,Research and Development,Medium
10901,0.51,0.5,4,130,3,0,0,0,Research and Development,Medium
10902,0.81,0.62,4,153,4,0,0,0,Research and Development,Low
10903,0.52,0.57,3,270,3,0,0,0,Research and Development,Low
10904,0.95,0.96,3,220,3,0,0,0,Research and Development,Low
10905,0.93,0.64,4,253,3,0,0,0,Research and Development,Low
10906,0.98,0.67,4,209,6,0,0,0,Marketing,Low
10907,0.79,0.79,4,231,2,0,0,0,Sales,Low
10908,0.99,0.73,4,240,4,0,0,0,Accounting,Low
10909,0.64,0.9,5,266,3,0,0,0,Support,Low
10910,0.54,0.44,3,153,2,0,0,0,Technical,Low
10911,0.79,0.59,4,187,2,0,0,0,Management,Low
10912,0.55,0.98,4,185,2,1,0,0,Marketing,Low
10913,0.18,0.81,4,147,4,0,0,0,Marketing,Low
10914,0.56,0.81,4,188,3,1,0,0,Marketing,Low
10915,0.92,0.67,2,252,2,0,0,0,Sales,Low
10916,0.99,0.75,4,163,2,0,0,0,Sales,Low
10917,0.77,0.85,4,189,2,0,0,0,Sales,Low
10918,0.49,0.52,3,156,2,0,0,0,Sales,Low
10919,0.98,0.58,3,183,3,0,0,0,Sales,Low
10920,0.18,0.54,6,209,5,1,0,0,Sales,Low
10921,0.8,0.82,4,271,4,0,0,0,Sales,Low
10922,0.81,0.77,5,251,2,0,0,0,Sales,Low
10923,0.13,0.61,5,198,5,0,0,0,Sales,Medium
10924,0.58,0.97,3,274,4,1,0,1,Sales,Medium
10925,0.75,0.63,4,209,3,0,0,1,Sales,Medium
10926,0.8,0.94,4,271,4,0,0,1,Sales,Medium
10927,0.78,0.6,4,143,2,0,0,1,Sales,Medium
10928,0.92,0.6,5,236,3,1,0,1,Sales,Medium
10929,0.85,0.98,5,222,3,0,0,1,Sales,Medium
10930,0.52,0.63,3,233,3,0,0,1,Sales,Medium
10931,0.95,0.84,3,270,3,1,0,1,Sales,Medium
10932,0.81,0.92,5,258,3,0,0,1,Sales,Medium
10933,0.16,0.82,6,202,4,1,0,1,Sales,Medium
10934,0.91,0.74,3,150,2,0,0,0,Accounting,Medium
10935,0.62,0.51,4,193,3,0,0,0,Accounting,High
10936,0.24,0.42,5,210,5,0,0,0,Accounting,Low
10937,0.88,0.51,3,208,3,0,0,0,Human Resources,Medium
10938,0.94,0.73,3,196,3,0,0,0,Human Resources,Medium
10939,0.76,0.79,5,187,4,0,0,0,Human Resources,Medium
10940,0.49,0.67,3,140,2,0,0,0,Human Resources,Medium
10941,0.93,0.9,4,256,4,0,0,0,Technical,Low
10942,0.92,0.66,4,113,3,0,0,0,Technical,Low
10943,0.19,0.94,4,196,5,0,0,0,Technical,Low
10944,0.66,0.76,3,170,3,0,0,0,Technical,Low
